sen_coding,votes
"Ja, dat heb ik wel gehad.",0.0
Die familie had haar als jonkie zonder moeder... in de Afrikaanse jungle gevonden en mee naar huis genomen.,0.0
Het boek vlak voor je op tafel bijvoorbeeld.,0.0
"TOETSGELUIDJES Nou, geen groot feest voor de jarige sms dus.",0.0
Om toeristen te trekken moet alles er weer zo mooi mogelijk uitzien.,1.0
Iedereen weet vast wie ik bedoel.,1.0
Ik vind het fantastisch dat we weer met z 'n drieen zijn.,1.0
Dit vonden we heel leuk.,1.0
Ik denk: laat ze maar lekker praten.,1.0
Dat remt de bouw van woningen af... ...en je maakt het probleem zo alleen maar groter.',1.0
Daarbij moeten drie schaatsers zo snel mogelijk een afstand van drie kilometer afleggen.,0.0
Dus een aai over de bol of wat dan ook.,2.0
Mensen worden in elkaar geslagen en sommige mensen worden gepest.,0.0
En goed nieuws: Het is gelukt.,0.0
Het duurde uren voordat de troep was opgeruimd.,0.0
Maar hij is lang.,0.0
DEZE mensen deden het beter.,1.0
De knuffels zijn bedoeld als cadeautje voor kinderen met een beperking.,0.0
Daarvan zijn 24 maanden voorwaardelijk.,0.0
Hij kreeg een rondleiding op het politiebureau... reed een stukje mee en mocht een politiepak aan.,0.0
GELACH Hij is ook de enige minister die het Wilhelmus kent.,0.0
De vrachtwagen moet worden geborgen en de vangrail gerepareerd.,0.0
En ik ben op zoek gegaan naar wat anders.,0.0
In totaal zijn dit jaar al 9000 mensen via Spanje naar Europa gekomen.,0.0
"Mag Ron misschien zelf even antwoord geven, Rob Trip?",2.0
We kregen deze foto van Rayan.,0.0
"In het midden en noorden blijft het droog, en misschien is er ook een beetje zon.",0.0
Koning Willem Alexander en koningin Maxima hebben op het eiland Saba... hun kleren ingeruild voor iets waar we ze niet vaak in zien.,0.0
Het ongeluk gebeurde bij dit zebrapad.,0.0
"Tijdens haar toespraak werd ze ook nog onderbroken... door een Britse cabaretier, die haar een bewijs van ontslag aanbood.",0.0
Dat zit heel anders.,0.0
"Ja, maar... maar... En zijn kleren dan?",2.0
De uitzending leidde daarom tot boze en teleurgestelde reacties.,0.0
Je ziet al dat het hier en daar al heel goed gaat met de lonen.,0.0
Twee baardsaki apen uit de Apenheul.,0.0
Maria zit nog binnen en we mogen haar nog niet zien.,0.0
Lekker in je eigen wereld.,1.0
Het is niet alleen maar mooi.,1.0
Want die woont niet in Duckstad.,0.0
Om nog kans te maken ze spelen tegen Zweden Maar de bondscoach zegt dat ze heus heel erg hun best gaan doen.,0.0
"Het nadeel is wel, dat je het dan nog niet gelezen hebt.",0.0
Mosul is nog een grote puinhoop.,0.0
We houden het nieuws voor jullie in de gaten.,0.0
Later hoor je hoe dit afliep.,0.0
En ik heb vrienden meegenomen!,0.0
"Ik heb dat trucje ook weleens gebruikt, bij mijn ex.",0.0
Denk je dat dit helpt?,2.0
Terwijl er meer dan 6000 keer is gebeld.,0.0
Maar hier zijn ze blij... Wat ik tegen kan houden is dat ze in het openbaar massaal verschijnen.,0.0
"Er komen loonwerkers... ...grondverzetbedrijven... ...huizenbouwers, baggeraars.",0.0
Ziet hij die voet komen en gaat hij liggen.,0.0
"Bedankt, Rop Zoutberg.",2.0
Normaal wachten reizigers hier op hun trein... maar nu is dit huisje omgebouwd tot Museum van Soufiane.,0.0
Tegenstander Spanje werd met 3-1 verslagen.,0.0
Dat kunnen ze doen.,0.0
Op menig schoolplein heerst al de apartheid van meisjes aan de ene kant en de jongetjes aan de andere.,0.0
"Minister, kunt u die man niet gewoon zo snel mogelijk oppakken?",2.0
"GELACH Los daarvan, als je dit allemaal zo achter elkaar ziet, vraag je je af.. waarom zoveel mensen die onbewezen ideetjes blijven opzoeken.",1.0
Livestreamen terwijl hij gamet.,2.0
Vuurbestrijding gaat om het weghalen van de elementen die een brand veroorzaken.,0.0
"Alle kinderen gaan op school les krijgen over het volkslied, het Wilhelmus.",0.0
Ik vind het een heel slecht regeerakkoord.,1.0
Afgelopen jaar was Leeuwarden het decor voor het verhaal over het lijden en sterven van Jezus.,0.0
En niet alleen Sint Maarten ligt op de route van orkaan Irma.,0.0
Hij roept op om de mensen samen hun verdriet te laten delen.,0.0
En moet laten zien: Ik kan veranderen en wil veranderen.,1.0
Appen achter het stuur moet als misdrijf worden gezien.,1.0
"En dat is bijzonder, want de laatste keer dat iemand in Nederland... de bisschopsmuts tegenkwam, is bijna 30 jaar geleden.",0.0
Dan hou ik mijn mond.,0.0
Als kind vond ik natuurkunde heel interessant.,1.0
"Morgen is er kans op hagel, natte sneeuw en onweer bij 3 tot 5 graden.",0.0
In elk geval dat er meer mensen molenaar willen worden.,0.0
Dus het draagt altijd bij aan de kwaliteit van het onderwijs En daar is het mij om te doen.,1.0
Daarnaast is het Nederlandse brandweersysteem vooral gericht op stedelijke branden.,0.0
Dan kun je dat lekker vergeten tijdens het trainen.,1.0
Je kon er zaken mee doen.,0.0
"Dus, op geen enkele manier mogen verkopers oliën aanraden.",0.0
"Een slecht plan, vindt Frits van Oostrom.",0.0
"Dit zijn extreme voorbeelden, meestal ga je er niet dood aan... en als je er wel dood aan gaat, krijg je vaak terugkeergarantie van de reincarnatietherapeut.",0.0
In Brabant branden honderden hectares natuur... ...en in Limburg evacueren de hulpdiensten een heel dorp.,0.0
"Ik denk altijd dat kinderen, ook van 11, nog een beetje dom zijn.",1.0
"Nooit verslappen, door, paf!",1.0
"Dus als er geen weg terug is naar wat was, naar de totale, onbewuste en naieve onbevreesdheid van het ongerepte, is er een weg vooruit.",1.0
Veel plezier met je week en tot volgende week zondag!,2.0
"O gut, kijk nou, de pups.",1.0
En de oude taxi is behoorlijk populair.,0.0
"De energie die nodig is om een Tesla te bouwen en af te breken is gigantisch en tussendoor rijdt die auto, die ik overigens een wonder van vernuft vind, op energie uit 'gewone' elektriciteitscentrales.",1.0
Maar te veel van dat werk wordt gedaan tegen een te laag loon.,0.0
Anderen worden verrast met een kopje koffie om de hoek.,0.0
Voor een aantal vakantiegangers begon de reis vandaag niet bepaald voorspoedig.,0.0
Twee militairen overleefden de explosie niet.,0.0
Veel mensen lieten weten dat ze nog steeds verdrietig zijn over wat Nouri is overkomen.,0.0
"Zodra we meer weten, lees je het op onze site of in de app.",0.0
Dat geeft het ziekenhuis langer de tijd vier kinderartsen te vinden.,0.0
Politieke partijen moeten er alert op zijn... dat de georganiseerde misdaad in maart 2018... kandidaten in de gemeenteraad probeert te krijgen.,0.0
De Rohingya-moslims in Myanmar worden veel slechter behandeld dan andere groepen mensen in het land.,0.0
Inmiddels komt hij weer vooruit met een looprek.,0.0
Je kijkt naar beelden van een 103 jaar oude Australische onderzeeer.,0.0
En dus gaat het er vandaag ook weer veel over in het nieuws.,0.0
"De stad, in het oosten van het land, werd bijna drie jaar lang belegerd door Islamitische Staat.",0.0
De vrouw van de Britse prins Charles... krijgt plotseling de slappe lach en kan niet meer stoppen.,0.0
Deze zal in de geschiedenisboeken blijven staan.,0.0
"Uh, uh, uh, tu-tub tobbetato-boem.",2.0
"Dit is mijn vijfde optie, maar het is nu wel MIJN vijfde optie.",0.0
Morgen wordt het een stuk minder koud en verdwijnt alle sneeuw weer uit Limburg.,0.0
"Je bent een bikkel, dat is echt stoer.",1.0
Normaal gesproken klinkt het hier ongeveer zo... lekker rustig om met je vrienden te chillen of een dutje te doen.,1.0
"In juli doken foto 's op van het meisje op het darknet, dat niet te vinden is via zoekmachines.",0.0
Mijn lievelingsspel is Horizon Zero Dawn.,1.0
Dan is het functionele de visuele functie is zeer ernstig gehandicapt.,0.0
Zelf zegt-ie dat iemand de pilletjes stiekem in het hondenvoer stopte om hem te dwarsbomen.,0.0
Dat brengt morgen motregen.,0.0
Het gaat om vijf uur per week.,0.0
Nog meer dan hier in Nederland.,0.0
Het was de eerste keer dat de zangers na een heftige operatie weer op het podium stond.,0.0
"Maar waar hij dit allemaal vandaan haalt, weet z 'n baasje niet precies.",0.0
Dit is een kies van een mammoet.,0.0
De E-divisie is ontzettend populair.,0.0
"Ook kinderen gaan erop vooruit, volgens de partijen die de nieuwe regering gaan vormen.",0.0
Het ding ging de ruimte in om onderzoek te doen naar planeten... door daar van dichtbij foto 's van te maken.,0.0
Dat moet je nu verplicht kennen.,0.0
En daar mag ook natuurlijk best een arts werken.,1.0
Dat beslis je niet van de ene op de andere dag.,1.0
"Maar of dat de smaak ten goede zal komen... GELACH Nou, goed, de inhoud dus.",1.0
Veel volwassenen vinden de beestjes maar een plaag... kinderen van de Vijverhof in Voorbur vinden ze juist leuk.,0.0
Hoe lang gaat het nog duren voordat de fabrieken weer op volle toeren draaien?,2.0
Want je weet helemaal niet zo goed wat hij heeft meegemaakt.,0.0
Dus we gaan goed de vinger aan de pols houden.,0.0
"Vluchtelingen die stiekem Curacao proberen te bereiken, zorgen nu al voor onrust.",0.0
"Deze organisatiestructuur zorgt ervoor dat er claims worden gedaan... ...bijvoorbeeld medische claims, die eigenlijk illegaal zijn.",0.0
Stap voor stap ontdekten ze hoe het beter kon.,0.0
"Ik pleit voor een dergelijk plan voor tijdelijke Afrikaanse 'circulaire' arbeidsmigratie naar Europa, met een daaraan verbonden ontwikkelingsperspectief.",0.0
"Hij was nog maar 18 jaar, toen hij de Grand Prix van Barcelona won.",0.0
Ze nemen hun verantwoordelijkheid en de 3- dagen-voor-haar tegen de 5-dagen-voor-hem verdeling is een feit.,0.0
Dus laten we met elkaar een beetje normaal doen.,1.0
Dit is ook een kijkdoos.,0.0
Een jaar geleden is er een vrouw over een hobbel gevallen.,0.0
Daar voetbalt Nout met wat mensen uit het Indische team.,0.0
Ze zijn zo bijzonder omdat ze heel oud zijn of juist heel nieuw.,0.0
Dat is omdat de onderwereld steeds meer naar boven komt.,0.0
Dat komt door de regels.,0.0
In de winter gaan ze in een holletje om een winterslaap te houden.,0.0
"Ze is daarmee 0,02 sneller dan de oude tijd van Ireen W xc2 xbcst.",0.0
Dit lijkt het laatste taboe rond moederschap.,0.0
Weer een nieuwe regering.,0.0
Een belangrijk handboek in de psychiatrie.,0.0
En het leuke is: Hij maakt er een echt kunstwerkje van.,1.0
Een plek waar ook veel toeristen komen.,0.0
Voor tankstations die aangifte doen van een doorrijder... wordt voortaan automatisch de incassoprocedure gestart.,0.0
Maar omdat hier vroeger een kerkhof was... gingen archeologen zoeken en ze vonden honderd skeletten.,0.0
"Het wordt zo 'n 15 of 16 graden, en er is weinig wind.",0.0
In de film moet Zora met haar vrienden een boef pakken... die de baas wil spelen op Sint-Maarten.,0.0
"We kunnen ze dus laten wegslepen naar de kust van Florida... zodat het bij Amerika hoort, want Amerika gaat niet naar het WK.",0.0
Er zijn toenemende studentenaantallen en het geld gaat nu vaak daarnaartoe.,0.0
"Maar dit is wel aan het veranderen onder invloed van Amerikaanse tv-programma's, muziek en alle producten van het Disney-imperium.",0.0
"Dus, je moet ook ZELF altijd goed blijven oppassen.",1.0
Ik wist al dat Jeroen Dijsselbloem niet goed was in aardrijkskunde.,0.0
Vorig jaar vluchtte ze uit het 'kalifaat '.,0.0
"Ja, Hier wordt dus gewoon hard gewerkt vandaag... maar heel veel andere kinderen zijn dus vandaag vrij.",0.0
"Ja, dan mag geld gewoon geen rol spelen.",1.0
Je voelt dat de PvdA bij hem in goede handen is.,1.0
Bernt Schneiders is oud-burgemeester van Haarlem en oud-voorzitter van het Nederlands Genootschap van Burgemeesters.,0.0
Dat is wel mijn slechte eigenschap.,1.0
Deels draaien die om de functie van het museum als venster naar wat ooit bekendstond als 'Derde Wereld'.,0.0
Check vooral onze app voor meer nieuws en filmpjes.,2.0
Groetjes Borre en Linne Tichelaar uit Heerenveen.,2.0
Want ik zie er echt heel leuk uit vind ik.,1.0
Toen is mijn passie voor achtbanen begonnen.,0.0
Wel over wat hij vond van de kinderpersconferentie.,0.0
"Ook veel sociale controle, als je daar iemand hebt onthoofd... gaat de hele buurt zo van kwaak, kwaak... Laatst hadden ze een piloot verbrand, die ging als een lopend vuurtje door het dorp.",0.0
Wat is er verkeerd aan om jongens lekker jongens te laten zijn en meisjes te laten genieten van hun prinsessenjaren?,1.0
"Nou, toen moest-ie dat natuurlijk meteen hebben.",0.0
Wij vroegen het een longarts.,0.0
ze heeft niet zitten appen achter het stuur.,0.0
Op social media zijn veel mensen hier erg boos over.,0.0
"Aan de ene kant moeten we openstaan voor goede, geïnteresseerde en aardige Iraanse studenten... ...die Nederlandse geschiedenis willen leren, mooie dingen.",1.0
Almere en Breda hebben de beste binnensteden van Nederland.,1.0
Vanuit baan 4 vertrokken.,0.0
"Het is nog maar 35 jaar geleden, een volle generatie, en toch lijkt het de prehistorie, de tijd dat ouders dachten dat seksegedrag in kinderen helemaal een kwestie van opvoeding was.",1.0
Dit is 't aantal gerapporteerde mdma- en amfetaminelabs in Europa.,0.0
In Spanje en Portugal heeft het hogedrukgebied een positieve uitwerking.,0.0
Aan de stemming gingen verhitte debatten vooraf... waarbij Republikeinen en Democraten lijnrecht tegenover elkaar stonden.,0.0
En nu gaan alle bomen weg.,0.0
Winnen van Zweden wordt volgens Jeroen Stekelenburg erg lastig.,0.0
APPLAUS Het is een mooi moment om te zeggen tegen de jonge honden: Nu mogen jullie.,1.0
Het weer: Vandaag is er in het zuiden eerst wat zon.,0.0
In Den Haag is een zitting van het Joegoslavie-tribunaal geschorst... nadat een verdachte had gezegd dat-ie gif had ingenomen.,0.0
"Je krijgt nu een heel andere Kuijt te zien, denk ik.",1.0
En dat is niet de enige manier waarop roken wordt tegen gegaan.,0.0
Door de harde wind was die namelijk in het water beland.,0.0
"De komende dagen schetsen we in een serie de enorme gevolgen... die de coup heeft voor de Turkse samenleving zelf, maar ook daarbuiten.",0.0
En ook hij is daardoor uitgeschakeld.,0.0
En dat is gewoon heel erg.,1.0
"Dat is inderdaad belangrijk, bij dit Formule 1-onderzoek.",0.0
Ik heb weer wat opmerkelijke berichten voor je verzameld.,0.0
"Zo, Fayah, hoe vond je 't gaan?",2.0
Ook leuk dat het hier in de buurt wordt georganiseerd.,1.0
Deze week heeft staatssecretaris voor Ontwikkelingssamenwerking Ben Knapen bekendgemaakt dat hij de subsidie aan het Koninklijk Instituut voor de Tropen stopzet.,0.0
Kinderen sliepen dus met hun ouders op school.,0.0
Vandaar dus die gigantische vluchtelingenstroom... Vanuit wat op papier het rijkste land ter wereld is.,0.0
Maar wie zijn die criminelen eigenlijk?,2.0
"Diezelfde man miste vorige week nog de geboorte van zijn dochter, want hij was op vaderschapscursus.",0.0
"Heel veel alternatieve genezers, pardon beoefenaars van onbewezen ideetjes, zeggen dat.",0.0
En het is al zo moeilijk om een huis te kopen.,0.0
Voor ons als sportland is het natuurlijk belangrijk... dat wij kunnen laten zien hoe goed wij zijn in sport.,1.0
Heb je er lang over nagedacht?,2.0
"Hee, hallo, Giel hier.",2.0
Want ook nieuwe leden van PR3 Space uit Eindhoven moeten nu die ellenlange vragenlijst gaan invullen.,0.0
Dat is ook een soort van sport.,0.0
"GELACH, APPLAUS Yes!",2.0
Dit is een droom die is uitgekomen voor ons allemaal.,1.0
En dan horen van hen alle verhalen hoe ze het hebben gemaakt onderweg.,0.0
Poch kwam meteen na het vonnis op vrije voeten.,0.0
"Ik hoop in de toekomst dat gewoon alle teams, prof en amateurteams op gras voetbalt, gewoon gras.",1.0
Mijn mening is: We vullen elkaar aan.,1.0
Het detail zit in de eh... de duivel zit in het detail.,1.0
Daardoor kan hij ook weer naar school en ziet hij een mooie toekomst voor zich.,0.0
"Nee, helaas niet.",1.0
"Het aantal vluchtelingen dat dit jaar in Spanje is aangekomen, is nu al drie keer zo hoog als vorig jaar.",0.0
Als je dit dan voor elkaar weet te krijgen.,0.0
Uit de eerste monitor blijkt dat bijna 40 procent... uit milieu-overwegingen willen overstappen op elektrisch rijden.,0.0
"O ja, en dan heb je nog CDA-staatssecretaris Mona Keijzer.",0.0
Sam zelf lijkt hier ook supertevreden bij Britt en Sterre.,0.0
Hoe is het om te wonen op Mars?,2.0
1500 kinderen op Friese basisscholen krijgen deze week les in tandenpoetsen.,0.0
"En het pesten gebeurt vaak persoonlijk, bijvoorbeeld door iemand uit te schelden.",0.0
En die hulp is er.,0.0
Al snel was er veel politie.,0.0
Het was heel gezellig in Sint-Maarten.,1.0
"Het pistool is een los artefact, niet ingebed in een historische context.",0.0
"Inwoners die uit Mosul waren gevlucht, gaan weer terug naar hun verwoeste stad.",0.0
De politie en brandweer zijn in Alphen aan de Rijn druk aan het trainen voor Oud en Nieuw.,0.0
Bedacht door de 14-jarige Janneke.,0.0
Het gaat om de producten van dit merk.,0.0
Want veel basisschoolleraren staken vandaag.,0.0
"Dominique, waarom nu?",2.0
Misschien voor een nieuwe film.,2.0
Het waait wel stevig.,0.0
"Nee, totaal niet.",2.0
Je kan het nog niet echt beseffen.,1.0
Als inwoner van hartje Haren kon ik vrijdag vanachter de kamerplanten onverwacht wereldnieuws volgen.,0.0
"Dat verhaal dat zij heeft verteld, blijkt te kunnen kloppen.",0.0
En daarin zegt hij onder meer dat partijleider Buma migranten in de kou laat staan.,0.0
Het is een trend dat burgemeesters van grote steden hun rol in het tegengaan van criminaliteit en ondermijning aanzetten.,0.0
Waar ik heel lang op heb gewacht.,0.0
"SP heeft een zetel verloren... Emile Roemer wil voorkomen... dat hetzelfde lot hem bespaard wordt gebleven van Agnes kant, die na de verkiezingen huilend de Kamer verliet.",0.0
"In het noorden kan af en toe... ook wat regen vallen, bovendien waait het daar flink.",0.0
Trump maakt vaak ruzie met journalisten... hij vindt dat ze liegen en hun werk niet goed doen.,0.0
